"cod_isco6","Parent","txt_isco_de","txt_isco_en","txt_isco_fr","txt_isco_it","txt_isco_rm"
46104096,3100,"Militärsportleiter | Militärsportleiterin","","Moniteur de sport militaire | Monitrice de sport militaire","Monitore di sport militare | Monitrice di sport militare",""
46104097,34220,"Badmintontrainer | Badmintontrainerin","","Entraîneur de badminton | Entraîneuse de badminton","Allenatore di badminton | Allenatrice di badminton",""
46104098,34230,"Vitaltrainer | Vitaltrainerin","","Vital Trainer (entraîneur de vitalité) | Vital Trainer (entraîneuse de vitalité)","Allenatore Vital | Allenatrice Vital",""
46104099,34230,"Seniorensportleiter | Seniorensportleiterin","","Moniteur/Animateur de sport des aînés | Monitrice/Animatrice de sport des aînés","Monitore di sport per anziani | Monitrice di sport per anziani",""
46104100,34230,"Windsurflehrer, eidg. FA | Windsurflehrerin, eidg. FA","","Professeur de planche à voile, brev. féd. EP | Professeure de planche à voile, brev. féd. EP","Maestro di windsurf APF | Maestra di windsurf APF",""
46105001,34330,"Präparator | Präparatorin","","Préparateur scientifique | Préparatrice scientifique","Preparatore scientifico | Preparatrice scientifica",""
46105002,81420,"Industrie-Bürstenmacher | Industrie-Bürstenmacherin","","Brossier de fabrique | Brossière de fabrique","Spazzolaio industriale | Spazzolaia industriale",""
46105003,75220,"Architekturmodellbauer | Architekturmodellbauerin","Architectural model builder","Maquettiste en architecture","Costruttore di plastici architettonici | Costruttrice di plastici architettonici",""
46105004,73170,"Drahtbesenmacher | Drahtbesenmacherin","","Fabricant de balais métalliques | Fabricante de balais métalliques","Fabbricante di spazzole metalliche",""
46105005,93290,"Hilfshandwerker | Hilfshandwerkerin","","Aide-artisan | Aide-artisane","Aiuto artigiano | Aiuto artigiana",""
46105006,81420,"Brillenmacher | Brillenmacherin","","Fabricant de lunettes | Fabricante de lunettes","Fabbricante di occhiali",""
46105007,73130,"Perlmutterwarenmacher | Perlmutterwarenmacherin","","Fabricant d'articles en nacre | Fabricante d'articles en nacre","Addetto alla fabbricazione di articoli in madreperla | Addetta alla fabbricazione di articoli in madreperla",""
46105008,75220,"Modellbauer | Modellbauerin","","Maquettiste","Costruttore di modelli | Costruttrice di modelli",""
46105009,73220,"Fotoaufzieher | Fotoaufzieherin","","Employé, tirage photo et reproduction sur tout support | Employée, tirage photo et reproduction sur tout support","Addetto stampa foto e riproduzione su ogni supporto | Addetta stampa foto e riproduzione su ogni supporto",""
46105010,93290,"Hilfsmodellbauer | Hilfsmodellbauerin","","Aide-modeleur | Aide-modeleuse","Aiuto modellista",""
46105011,75220,"Holzbearbeiter, Modelle | Holzbearbeiterin, Modelle","","Travailleur sur bois, modeleur | Travailleuse sur bois, modeleuse","Lavoratore su legno, modelli | Lavoratrice su legno, modelli",""
46105013,73170,"Kleiderbürstenmacher | Kleiderbürstenmacherin","","Fabricant de brosses à habits | Fabricante de brosses à habits","Fabbricante di spazzole per abiti",""
46105014,75220,"Modellbauer | Modellbauerin","","Maquettiste","Modellinista",""
46105015,72220,"Technischer Modellbauer | Technische Modellbauerin","Technical model builder","Modeleur technique | Modeleuse technique","Costruttore tecnico di modelli | Costruttrice tecnica di modelli",""
46105016,73180,"Brautkronenmacher | Brautkronenmacherin","","Fabricant de couronnes de mariées | Fabricante de couronnes de mariées","Fabbricante di corone nuziali",""
46105017,73190,"Werbefigurenmacher | Werbefigurenmacherin","","Fabricant de figurines-réclame | Fabricante de figurines-réclame","Fabbricante di modelli pubblicitari",""
46105018,73170,"Haarpinselmacher | Haarpinselmacherin","","Fabricant de pinceaux de crin | Fabricante de pinceaux de crin","Fabbricante di pennelli in crine",""
46105019,73170,"Feinhaarpinselmacher | Feinhaarpinselmacherin","","Fabricant de pinceaux de poils fins | Fabricante de pinceaux de poils fins","Fabbricante di pennelli in crine fino",""
46105020,73170,"Borstenpinselmacher | Borstenpinselmacherin","","Fabricant de pinceaux de soie | Fabricante de pinceaux de soie","Fabbricante di pennelli di setola",""
46105021,73170,"Besenbinder | Besenbinderin","","Lieur de balais | Lieuse de balais","Legatore di scope | Legatrice di scope",""
46105022,73170,"Stallbesenbinder | Stallbesenbinderin","","Lieur de balais d'écurie | Lieuse de balais d'écurie","Legatore di ramazze | Legatrice di ramazze",""
46105023,73170,"Reisbesenbinder | Reisbesenbinderin","","Lieur de balais de riz | Lieuse de balais de riz","Legatore di scope di riso | Legatrice di scope di riso",""
46105024,73170,"Borstenbündler | Borstenbündlerin","","Lieur de soies | Lieuse de soies","Legatore di setole | Legatrice di setole",""
46105025,73170,"Beseneinzieher | Beseneinzieherin","","Monteur de balais | Monteuse de balais","Scopaio | Scopaia",""
46105026,73170,"Bürstenmacher | Bürstenmacherin","","Monteur de brosses | Monteuse de brosses","Spazzolaio | Spazzolaia",""
46105027,73170,"Besenmacher | Besenmacherin","","Fabricant de balais | Fabricante de balais","Fabbricante di scope",""
46105028,73170,"Haarbesenmacher | Haarbesenmacherin","","Fabricant de balais en crin | Fabricante de balais en crin","Scopazzatore | Scopazzatrice",""
46105029,73170,"Bürstenmacher | Bürstenmacherin","","Fabricant de brosses | Fabricante de brosses","Spazzolaio | Spazzolaia",""
46105030,73170,"Drahtbürstenmacher | Drahtbürstenmacherin","","Fabricant de brosses métalliques | Fabricante de brosses métalliques","Fabbricante di spazzole metalliche",""
46105031,73170,"Pinselmacher | Pinselmacherin","","Faiseur de pinceaux | Faiseuse de pinceaux","Pennellaio | Pennellaia",""
46105032,73170,"Maschinenbürstenmacher | Maschinenbürstenmacherin","","Fabricant de brosses pour machines | Fabricante de brosses pour machines","Fabbricante di spazzole per macchine",""
46105033,73170,"Borstenarbeiter | Borstenarbeiterin","","Brossier (assemblage de poils) | Brossière (assemblage de poils)","Spazzolaio (commettitura di peli)",""
46105034,73170,"Haarzurichter (Pinselherstellung) | Haarzurichterin (Pinselherstellung)","","Préparateur de crin pour pinceaux | Préparatrice de crin pour pinceaux","Preparatore di crine (produzione di pennelli) | Preparatrice di crine (produzione di pennelli)",""
46105035,82190,"Goupilleur | Goupilleuse","","Goupilleur | Goupilleuse","Goupilleur | Goupilleuse",""
46105036,70000,"Spezialhandwerker | Spezialhandwerkerin","","Artisan spécialisé | Artisane spécialisée","Artigiano specializzato | Artigiana specializzata",""
46105037,70000,"Handwerker | Handwerkerin","","Artisan | Artisane","Artigiano | Artigiana",""
46105038,72220,"Grammophonarbeiter | Grammophonarbeiterin","","Ouvrier à la fabrication de phonographes | Ouvrière à la fabrication de phonographes","Addetto alla fabbricazione di grammofoni | Addetta alla fabbricazione di grammofoni",""
46105039,70000,"Poseur | Poseuse","","Poseur (sans indication particulière) | Poseuse (sans indication particulière)","Posatore | Posatrice",""
46105040,72330,"Prototypenbauer | Prototypenbauerin","","Constructeur de prototypes | Constructrice de prototypes","Costruttore di prototipi | Costruttrice di prototipi",""
46105041,73112,"Remonteur | Remonteurin","","Remonteur | Remonteuse","Addetto alla monta | Addetta alla monta",""
46105042,70000,"Reparaturangestellter | Reparaturangestellte","","Employé de réparations | Employée de réparations","Addetto alle riparazioni | Addetta alle riparazioni",""
46105043,73112,"Remonteur | Remonteurin","","Remonteur | Remonteuse","Remonteur | Remonteuse",""
46105044,82190,"Spangensetzer | Spangensetzerin","","Poseur d'agrafes | Poseuse d'agrafes","Montatore di fibbie | Montatrice di fibbie",""
46105045,73112,"Exzentermacher | Exzentermacherin","","Faiseur d'excentriques | Faiseuse d'excentriques","Fabbricante d'eccentrici",""
46105046,93290,"Materialzurichter | Materialzurichterin","","Préparateur du matériel | Préparatrice du matériel","Preparatore del materiale | Preparatrice del materiale",""
46105047,73170,"Bürstenmacher | Bürstenmacherin","","Brossier | Brossière","Spazzolaio | Spazzolaia",""
46105048,81000,"Trockner | Trocknerin","","Sécheur | Sécheuse","Essiccatore (senza altre indicazioni) | Essiccatrice (senza altre indicazioni)",""
46105049,71190,"Schwimmbadbauer | Schwimmbadbauerin","","Constructeur de piscines | Constructrice de piscines","Costruttore di piscine | Costruttrice di piscine",""
46105050,72220,"Technischer Modellbauer | Technische Modellbauerin","","Modéliste technique","Modellinista tecnico | Modellinista tecnica",""
46105051,82190,"Modellspielzeugbauer | Modellspielzeugbauerin","","Constructeur de modèles de jouets | Constructrice de modèles de jouets","Costruttore di modelli di giocattoli | Costruttrice di modelli di giocattoli",""
46105052,73190,"Spieltiermacher | Spieltiermacherin","","Fabricant d'animaux-jouets | Fabricante d'animaux-jouets","Fabbricante di animali-giocattolo",""
46105053,73160,"Reliefbauer | Reliefbauerin","","Modeleur de reliefs | Modeleuse de reliefs","Costruttore di rilievi | Costruttrice di rilievi",""
46105054,34330,"Tierpräparator | Tierpräparatorin","","Taxidermiste","Tassidermista",""
46105055,72220,"Schablonenmodellmacher | Schablonenmodellmacherin","","Modeleur de poncis | Modeleuse de poncis","Modellista di sagome",""
46105056,82190,"Puppenmacher | Puppenmacherin","","Fabricant de poupées | Fabricante de poupées","Bambolaio | Bambolaia",""
46105057,75220,"Tennisschlägermacher | Tennisschlägermacherin","","Fabricant de raquettes de tennis | Fabricante de raquettes de tennis","Addetto alla fabbricazione di racchette da tennis | Addetta alla fabbricazione di racchette da tennis",""
46105058,72220,"Modellierer | Modelliererin","","Modeleur | Modeleuse","Modellatore | Modellatrice",""
46105059,34330,"Ausstopfer | Ausstopferin","","Empailleur | Empailleuse","Impagliatore | Impagliatrice",""
46105060,82190,"Modellspielzeugbauer | Modellspielzeugbauerin","","Constructeur de modèles pour jouets | Constructrice de modèles pour jouets","Costruttore di modelli di giocattoli | Costruttrice di modelli di giocattoli",""
46105061,73190,"Hornbrillenmacher | Hornbrillenmacherin","","Fabricant de montures de lunettes en corne | Fabricante de montures de lunettes en corne","Addetto alla fabbricazione di montature per occhiali in corno | Addetta alla fabbricazione di montature per occhiali in corno",""
46105062,81420,"Rasierpinselmacher | Rasierpinselmacherin","","Fabricant de blaireaux à barbe | Fabricante de blaireaux à barbe","Fabbricante di pennelli da barba",""
46105063,81420,"Zahnbürstenmacher | Zahnbürstenmacherin","","Fabricant de brosses à dents | Fabricante de brosses à dents","Fabbricante di spazzolini per denti",""
46105064,73170,"Haarbürstenmacher | Haarbürstenmacherin","","Fabricant de brosses à cheveux | Fabricante de brosses à cheveux","Fabbricante di spazzole per capelli",""
46105065,81140,"Industrie-Diamantenschleifer | Industrie-Diamantenschleiferin","Diamond cutter (industry)","Tailleur de diamants (industrie) | Tailleuse de diamants (industrie)","Tagliatore di diamanti industriali | Tagliatrice di diamanti industriali",""
46105066,70000,"Werkstättehandwerker | Werkstättehandwerkerin","","Artisan d'atelier | Artisane d'atelier","Artigiano d'officina | Artigiana d'officina",""
46105067,93290,"Produktionsmitarbeiter | Produktionsmitarbeiterin","","Collaborateur de production | Collaboratrice de production","Collaboratore di produzione | Collaboratrice di produzione","Collavuratur da la producziun | Collavuratura da la producziun"
46105068,93290,"Technischer Gehilfe | Technische Gehilfin","","Aide technique","Aiuto tecnico | Aiuto tecnica",""
46105069,75120,"Eisschneider | Eisschneiderin","","Coupeur de glace | Coupeuse de glace","Tagliatore di ghiaccio | Tagliatrice di ghiaccio",""
46105070,73190,"Haarverarbeiter | Haarverarbeiterin","","Apprêteur de cheveux | Apprêteuse de cheveux","Lavorante di crine vegetale",""
46105071,70000,"Haushandwerker | Haushandwerkerin","","Artisan à domicile | Artisane à domicile","Artigiano a domicilio | Artigiana a domicilio",""
46105072,81140,"Industrie-Diamantenschleifer | Industrie-Diamantenschleiferin","","Tailleur de diamants (industrie) | Tailleuse de diamants (industrie)","Tagliatore industriale di diamanti | Tagliatrice industriale di diamanti",""
46105073,75220,"Gipsmodellbauer | Gipsmodellbauerin","","Modeleur de plâtre | Modeleuse de plâtre","Gessomodellista",""
46105074,70000,"Schleifer (ohne nähere Angaben) | Schleiferin (ohne nähere Angaben)","","Meuleur (sans indication particulière) | Meuleuse (sans indication particulière)","Smerigliatore (senza altre indicazioni) | Smerigliatrice (senza altre indicazioni)",""
46105075,93290,"Ablänger | Ablängerin","","Coupeur à longueur | Coupeuse à longueur","Tagliatore su misura | Tagliatrice su misura",""
46105076,73170,"Besennäher | Besennäherin","","Couseur de balais | Couseuse de balais","Cucitore di scope | Cucitrice di scope",""
46105077,73130,"Diamantbohrer | Diamantbohrerin","","Perceur en diamant | Perceuse en diamant","Perforatore al diamante | Perforatrice al diamante",""
46105078,73170,"Hornwarenmacher | Hornwarenmacherin","","Fabricant d'articles en corne | Fabricante d'articles en corne","Addetto alla fabbricazione di articoli in corno | Addetta alla fabbricazione di articoli in corno",""
46105079,34330,"Dermoplastiker | Dermoplastikerin","","Taxidermiste","Tassidermista",""
46105080,93290,"Handwerkergehilfe | Handwerkergehilfin","","Aide-artisan | Aide-artisane","Aiuto artigiano | Aiuto artigiana",""
46105081,73170,"Bürstenbinder | Bürstenbinderin","","Façonneur de brosses (bois) | Façonneuse de brosses (bois)","Spazzolaio | Spazzolaia",""
46105082,73170,"Borstenmischer | Borstenmischerin","","Mêleur de soies | Mêleuse de soies","Mescolatore di setole | Mescolatrice di setole",""
46105083,81420,"Verdecker in Bürstenfabrik | Verdeckerin in Bürstenfabrik","","Recouvreur de brosses | Recouvreuse de brosses","Rivestitore di spazzole | Rivestitrice di spazzole",""
46105084,34330,"Tierausstopfer | Tierausstopferin","","Empailleur, naturaliste | Empailleuse, naturaliste","Tassidermista",""
46105085,70000,"Betriebshandwerker | Betriebshandwerkerin","","Artisan d'exploitation | Artisane d'exploitation","Artigiano d'azienda | Artigiana d'azienda",""
46105086,13200,"Handwerksmeister | Handwerksmeisterin","","Maître artisan | Maître artisane","Maestro artigiano | Maestra artigiana",""
46105087,93290,"Hilfsschleifer | Hilfsschleiferin","","Aide-meuleur | Aide-meuleuse","Aiuto smerigliatore | Aiuto smerigliatrice",""
46105088,71320,"Modellackierer | Modellackiererin","","Laqueur de modèles | Laqueuse de modèles","Laccatore di modelli | Laccatrice di modelli",""
46105089,82190,"Schirmgestellmacher | Schirmgestellmacherin","","Carcassier en parapluies et ombrelles | Carcassière en parapluies et ombrelles","Fabbricante di armature per ombrelli",""
46105090,75220,"Skikanteneinsetzer | Skikanteneinsetzerin","","Poseur d'arêtes de skis | Poseuse d'arêtes de skis","Posatore di spigoli di sci | Posatrice di spigoli di sci",""
46105091,75220,"Skibieger | Skibiegerin","","Cintreur de skis | Cintreuse de skis","Curvatore di sci | Curvatrice di sci",""
46105092,75220,"Skiarbeiter | Skiarbeiterin","","Ouvrier de fabrication de skis | Ouvrière de fabrication de skis","Addetto alla fabbricazione di sci | Addetta alla fabbricazione di sci",""
46105093,75220,"Skimacher | Skimacherin","","Fabricant de skis | Fabricante de skis","Fabbricante di sci",""
46105094,75220,"Skihersteller | Skiherstellerin","","Fabricant de skis | Fabricante de skis","Fabbricante di sci",""
46105095,96290,"Zirkusarbeiter | Zirkusarbeiterin","","Ouvrier de cirque | Ouvrière de cirque","Operaio di circo | Operaia di circo",""
46105096,96290,"Schaubudengehilfe | Schaubudengehilfin","","Aide de baraque foraine","Aiuto operaio di baraccone forense | Aiuto operaia di baraccone forense",""
46105097,96290,"Karussellarbeiter | Karussellarbeiterin","","Ouvrier de carrousel | Ouvrière de carrousel","Gestore di giostre | Gestora di giostre",""
46105098,96290,"Schiessbudenarbeiter | Schiessbudenarbeiterin","","Ouvrier de tir forain | Ouvrière de tir forain","Gestore di tiro a segno | Gestora di tiro a segno",""
46105099,96290,"Schiessbudengehilfe | Schiessbudengehilfin","","Aide dans un tir forain","Aiuto al tiro a segno",""
46105100,96290,"Schaubudenarbeiter | Schaubudenarbeiterin","","Ouvrier de baraque foraine | Ouvrière de baraque foraine","Operaio di baraccone di fiera | Operaia di baraccone di fiera",""
46105101,73170,"Borstenzurichter | Borstenzurichterin","","Apprêteur de soies | Apprêteuse de soies","Cernitore di setole | Cernitrice di setole",""
46105102,73170,"Bürsteneinzieher | Bürsteneinzieherin","","Monteur de brosses | Monteuse de brosses","Montatore di spazzole | Montatrice di spazzole",""
46105103,75220,"Modellmacher (Holz) | Modellmacherin (Holz)","","Modéliste sur bois","Modellista su legno",""
46105104,31180,"Prototypentwickler | Prototypentwicklerin","","Prototypiste","Sviluppatore di prototipi | Sviluppatrice di prototipi",""
46105106,81890,"Plattenverarbeiter | Plattenverarbeiterin","","Ouvrier à la fabrication de plaques | Ouvrière à la fabrication de plaques","Addetto alla produzione di lastre | Addetta alla produzione di lastre",""
46105107,72220,"Modellformer | Modellformerin","","Modeleur de formes | Modeleuse de formes","Formatore di modelli | Formatrice di modelli",""
46105108,93290,"Arbeiter (Bolzenfabrik) | Arbeiterin (Bolzenfabrik)","","Ouvrier (fabrique de boulons) | Ouvrière (fabrique de boulons)","Operaio (fabbrica di bulloneria) | Operaia (fabbrica di bulloneria)",""
46105109,70000,"Ausbrenner | Ausbrennerin","","Brûleur | Brûleuse","Bruciatore | Bruciatrice",""
46105110,96290,"Zeltarbeiter | Zeltarbeiterin","","Ouvrier au montage de tentes | Ouvrière au montage de tentes","Addetto al montaggio di tendoni | Addetta al montaggio di tendoni",""
46105111,96290,"Bobbahnarbeiter | Bobbahnarbeiterin","","Ouvrier sur piste de bob | Ouvrière sur piste de bob","Operaio addetto alla pista di bob | Operaia addetta alla pista di bob",""
46105112,93290,"Rüster | Rüsterin","","Préparateur | Préparatrice","Preparatore | Preparatrice",""
46105113,34330,"Naturalpräparator | Naturalpräparatorin","","Préparateur naturaliste | Préparatrice naturaliste","Preparatore naturalista | Preparatrice naturalista",""
46105114,31170,"Diamantensondierer | Diamantensondiererin","","Sondeur de diamants | Sondeuse de diamants","Sondatore diamantifero | Sondatrice diamantifera",""
46105115,93120,"Platzarbeiter | Platzarbeiterin","","Ouvrier de place | Ouvrière de place","Operaio di luogo | Operaia di luogo",""
46105116,81830,"Bediener von Magnetbandbeschriftern | Bedienerin von Magnetbandbeschriftern","","Servant d'enregistreurs de bandes magnétiques | Servante d'enregistreurs de bandes magnétiques","Operatore su codificatori di bande magnetiche | Operatrice su codificatori di bande magnetiche",""
46105117,81890,"Farbbandfärber | Farbbandfärberin","","Coloriste de ruban-encreur","Tinteggiatore di nastro colorante | Tinteggiatrice di nastro colorante",""
46105118,93290,"Abschwemmer | Abschwemmerin","","Employé au rinçage à grande eau | Employée au rinçage à grande eau","Addetto alla risciacquatura | Addetta alla risciacquatura",""
46105119,81890,"Laminator | Laminatorin","","Lamineur (sans indication particulière) | Lamineuse (sans indication particulière)","Laminatore (senza altre indicazioni) | Laminatrice (senza altre indicazioni)",""
46105120,71190,"Golfplatzbauer | Golfplatzbauerin","","Constructeur de golfs | Constructrice de golfs","Costruttore di campi da golf | Costruttrice di campi da golf",""
46105121,34330,"Präparator, eidg. FA | Präparatorin, eidg. FA","","Préparateur, brev. féd. EP | Préparatrice, brev. féd. EP","Preparatore APF | Preparatrice APF",""
46105122,51530,"Betriebspraktiker | Betriebspraktikerin","","Employé d'exploitation (praticien) | Employée d'exploitation (praticienne)","Praticante aziendale",""
46105123,91120,"Betriebspraktiker, Hausdienst | Betriebspraktikerin, Hausdienst","","Employé d'exploitation (praticien), service domestique | Employée d'exploitation (praticienne), service domestique","Praticante aziendale (servizio domestico)",""
46105124,93290,"Betriebspraktiker, Werkdienst | Betriebspraktikerin, Werkdienst","","Employé d'exploitation (praticien), atelier | Employée d'exploitation (praticienne), atelier","Praticante aziendale (officina)",""
46105125,72220,"Technischer Modellbauer | Technische Modellbauerin","","Modeleur technique | Modeleuse technique","Modellista tecnico | Modellista tecnica",""
46105126,73190,"Spielzeugmacher | Spielzeugmacherin","","Fabricant de jouets | Fabricante de jouets","Fabbricante di giocattoli",""
46105127,70000,"Spritzer (ohne nähere Angaben) | Spritzerin (ohne nähere Angaben)","","Gicleur (sans indication particulière) | Gicleuse (sans indication particulière)","Spruzzatore (senza altre indicazioni) | Spruzzatrice (senza altre indicazioni)",""
46105128,31220,"Spritzmeister | Spritzmeisterin","","Maître gicleur | Maître gicleuse","Capospruzzatore | Capospruzzatrice",""
46105129,81601,"Lebensmittelzubereiter | Lebensmittelzubereiterin","","Préparateur en denrées alimentaires | Préparatrice en denrées alimentaires","Preparatore di generi alimentari | Preparatrice di generi alimentari",""
46105130,70000,"Leger (ohne nähere Angaben) | Legerin (ohne nähere Angaben)","","Poseur (sans indication particulière) | Poseuse (sans indication particulière)","Posatore (senza altre indicazioni) | Posatrice (senza altre indicazioni)",""
46105131,75100,"Salzer (ohne nähere Angaben) | Salzerin (ohne nähere Angaben)","","Saleur (sans indication particulière) | Saleuse (sans indication particulière)","Salatore (senza altre indicazioni) | Salatrice (senza altre indicazioni)",""
46105132,81000,"Mahler (ohne nähere Angaben) | Mahlerin (ohne nähere Angaben)","","Broyeur (sans indication particulière) | Broyeuse (sans indication particulière)","Frantumatore (senza altre indicazioni) | Frantumatrice (senza altre indicazioni)",""
46105133,81000,"Aufrauer (ohne nähere Angaben) | Aufrauerin (ohne nähere Angaben)","","Granulateur (sans indication particulière) | Granulatrice (sans indication particulière)","Granista (senza altre indicazioni)",""
46105134,90000,"Angestellter für akrobatische Arbeiten | Angestellte für akrobatische Arbeiten","","Employé de travaux acrobatiques | Employée de travaux acrobatiques","Impiegato di lavori acrobatici | Impiegata di lavori acrobatici",""
46105135,71262,"Rohrarbeiter | Rohrarbeiterin","","Ouvrier tuyauteur | Ouvrière tuyauteuse","Operaio tubista | Operaia tubista",""
46105136,81000,"Veredler (ohne nähere Angaben) | Veredlerin (ohne nähere Angaben)","","Ennoblisseur (sans indication particulière) | Ennoblisseuse (sans indication particulière)","Nobilitatore (senza altre indicazioni) | Nobilitatrice (senza altre indicazioni)",""
46105137,82190,"Behälterbauer | Behälterbauerin","","Constructeur de récipients | Constructrice de récipients","Costruttore di recipienti | Costruttrice di recipienti",""
46105138,71190,"Sportplatzbauer | Sportplatzbauerin","","Constructeur de terrains de sport | Constructrice de terrains de sport","Costruttore di campo sportivo | Costruttrice di campo sportivo",""
46105139,81420,"Surfbretthersteller | Surfbrettherstellerin","","Fabricant de planches à voile | Fabricante de planches à voile","Fabbricante di tavola a vela",""
46105140,73190,"Bastelfachmann | Bastelfachfrau","","Spécialiste du bricolage","Specialista del fai-da-te",""
46105141,34330,"Zoologischer Präparator | Zoologische Präparatorin","","Préparateur zoologique | Préparatrice zoologique","Preparatore zoologico | Preparatrice zoologica",""
46105142,82190,"Gebindemacher | Gebindemacherin","","Constructeur de récipients | Constructrice de récipients","Costruttore di recipienti | Costruttrice di recipienti",""
46105143,81220,"Spritzfachmann | Spritzfachfrau","","Spécialiste en injection","Specialista in spruzzatura",""
46105144,73190,"Geschenkartikelkonfektionierer | Geschenkartikelkonfektioniererin","","Confectionneur d'articles-cadeaux | Confectionneuse d'articles-cadeaux","Confezionatore di oggettistica | Confezionatrice di oggettistica",""
46106001,51620,"Gesellschaftsherr | Gesellschaftsdame","","Monsieur de compagnie | Dame de compagnie","Dama di compagnia",""
46106002,96230,"Automatenbetreuer | Automatenbetreuerin","Vending machine technician","Surveillant de distributeurs automatiques | Surveillante de distributeurs automatiques","Gestore di distributori automatici | Gestora di distributori automatici",""
46106003,35210,"Techniker-Organisator (Seminare, Symposien, Kongresse) | Technikerin-Organisatorin (Seminare, Symposien, Kongresse)","","Organisateur technique de séminaires, symposiums et congrès | Organisatrice technique de séminaires, symposiums et congrès","Organizzatore tecnico di seminari, simposi e congressi | Organizzatrice tecnica di seminari, simposi e congressi",""
46106004,34220,"Sport-Zeitmesser | Sport-Zeitmesserin","","Chronométreur de sport | Chronométreuse de sport","Cronometrista sportivo | Cronometrista sportiva",""
46106005,51530,"Eismeister | Eismeisterin","Ice master","Maître de glace","Specialista nella produzione di ghiaccio artificiale",""
46106006,96290,"Platzanweiser | Platzanweiserin","","Placeur | Placeuse","Maschera",""
46106007,96210,"Gepäckträger | Gepäckträgerin","Luggage carrier","Porteur de bagages | Porteuse de bagages","Facchino | Facchina",""
46106008,33550,"Oberinspektor | Oberinspektorin","","Inspecteur principal | Inspectrice principale","Ispettore principale | Ispettrice principale",""
46106009,96290,"Garderobenmeister | Garderobenmeisterin","","Responsable de vestiaire","Capo guardarobiere | Capo guardarobiera",""
46106010,96230,"Gasstandableser | Gasstandableserin","","Releveur de compteurs de gaz | Releveuse de compteurs de gaz","Lettore di contatori del gas | Lettrice di contatori del gas",""
46106011,32570,"Filialinspektor | Filialinspektorin","","Inspecteur de filiale | Inspectrice de filiale","Ispettore di filiale | Ispettrice di filiale",""
46106012,33220,"Farbberater | Farbberaterin","","Conseiller en couleurs | Conseillère en couleurs","Consulente colorista",""
46106013,33550,"Inspektor | Inspektorin","","Inspecteur | Inspectrice","Ispettore | Ispettrice",""
46106014,24210,"Methodiker | Methodikerin","","Méthodicien | Méthodicienne","Metodista",""
46106015,96290,"Garderobier | Garderobière","","Responsable de vestiaire","Guardarobiere | Guardarobiera",""
46106016,96290,"Anweiser | Anweiserin","","Indicateur | Indicatrice","Guida (senza altre indicazioni)",""
46106017,96210,"Kassenbote | Kassenbotin","","Coursier de la caisse | Coursière de la caisse","Fattorino di cassa | Fattorina di cassa",""
46106018,51420,"Schlankheitsberater | Schlankheitsberaterin","Slimming consultant","Conseiller en cure d'amaigrissement | Conseillère en cure d'amaigrissement","Consulente in cure dimagranti",""
46106019,51130,"Besucherbetreuer | Besucherbetreuerin","","Assistant des visiteurs | Assistante des visiteurs","Accompagnatore di visitatori | Accompagnatrice di visitatori",""
46106020,43220,"Arbeitausgeber | Arbeitausgeberin","","Organisateur du travail | Organisatrice du travail","Coordinatore-distributore di lavori | Coordinatrice-distributrice di lavori",""
46106021,20000,"Berater | Beraterin","","Conseiller | Conseillère","Consulente",""
46106022,21441,"Automateninspektor | Automateninspektorin","","Inspecteur d'appareils automatiques | Inspectrice d'appareils automatiques","Ispettore di apparecchi automatici | Ispettrice di apparecchi automatici",""
46106023,96290,"Kinobilleteur | Kinobilleteurin","","Contrôleur de billets de cinéma | Contrôleuse de billets de cinéma","Bigliettaio di cinema | Bigliettaia di cinema",""
46106024,33550,"Chefinspektor | Chefinspektorin","","Inspecteur-chef | Inspectrice-cheffe","Ispettore capo | Ispettrice capo",""
46106025,96290,"Plakatanschläger | Plakatanschlägerin","","Poseur d'affiches | Poseuse d'affiches","Attacchino | Attacchina",""
46106026,33150,"Taxator | Taxatorin","","Taxateur | Taxatrice","Stimatore | Stimatrice",""
46106027,33000,"Auswerter | Auswerterin","","Analyste de messages","Vagliatore | Vagliatrice",""
46106028,33130,"Kontrollchef | Kontrollchefin","","Chef-contrôleur | Cheffe-contrôleuse","Capocontrollo",""
46106029,33410,"Kundendienstleiter | Kundendienstleiterin","Customer service manager","Chef du service de la clientèle | Cheffe du service de la clientèle","Capo servizio clientela",""
46106030,24210,"Hotellerieberater | Hotellerieberaterin","","Conseiller dans l'hôtellerie | Conseillère dans l'hôtellerie","Consulente alberghiero | Consulente alberghiera",""
46106031,13440,"Beratungsstellenleiter | Beratungsstellenleiterin","","Chef de bureau, service de consultation | Cheffe de bureau, service de consultation","Capo ufficio consulenza",""
46106032,50000,"Dienstleistungsangestellter | Dienstleistungsangestellte","","Employé dans un service du secteur tertiaire | Employée dans un service du secteur tertiaire","Impiegato di azienda di servizi | Impiegata di azienda di servizi",""
46106033,33000,"Beratungsangestellter | Beratungsangestellte","","Employé conseiller | Employée conseillère","Impiegato consulente | Impiegata consulente",""
46106034,51690,"Billard-Center-Mitarbeiter | Billard-Center-Mitarbeiterin","","Collaborateur dans un centre de billard | Collaboratrice dans un centre de billard","Collaboratore di centro di biliardo | Collaboratrice di centro di biliardo",""
46106035,96290,"Zeigerchef in Schiessstand | Zeigerchefin in Schiessstand","","Chef-cibarre de stand de tir | Cheffe-cibarre de stand de tir","Capo marcatore di piazza di tiro | Capo marcatrice di piazza di tiro",""
